"URL","Artist","Hometown","Tags","Description","Description HTML","Picture Link","Youtube Link"
"http://do512.com/c/sx2013/bands/terrible-twos","Terrible Twos","Terrible Twos","punk, singer-songwriter, acoustic, garage rock","Terrible Twos of Detroit, Michigan. “Punk rock” Deconstructionists. Members include Danny Bing. Chris Campbell. Jonathan Arthur. Jeffrey Jordan. Craig Brown. Myspace Profile: http://www.myspace.com/terribletwos Listen at Last.fmTerrible Two are currently on hiatus. They will continue to be active creatively and perhaps one day, may return triumphantly. Until then, most of the world still sleepzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz Terrible Two play rock and roll, rather well. Often at the same time. They are a collective underground resistance to the absurdity of societies` values and their residual effects on everyday life. Hailing from the poorest big city in the U.S., they understand what it means to have the worst of both worlds. Yet instead of wallowing in their own pity, they pick up their tools and practice their craft. Band members, B. Geesus and Pinderhues met many moons ago, two miles from the Erie Lake where they first teamed up to dominate kickball courts and freeze tag tournaments. It is with this same spirit and long-term friendship that allows them to have syncopated changes within improv jams. They are not messengers if the message is not heard. They are not saviors if there is no one to be saved. They are quite simply, the Terrible Two. If you would like to contact us outside of myspace join our mailing list by sending a message to terrible216@hotmail.com I edited my profile with","<p>Terrible Twos of Detroit, Michigan. <br /> “Punk rock” Deconstructionists.</p> Members include Danny Bing. Chris Campbell. Jonathan Arthur. Jeffrey Jordan. Craig Brown. Myspace Profile: <a rel=""nofollow"" href=""http://www.myspace.com/terribletwos"">http://www.myspace.com/terribletwos</a> <a target=""_blank"" href=""http://www.last.fm/music/Terrible+Twos"">Listen at Last.fm</a><br>Terrible Two are currently on hiatus. They will continue to be active creatively and perhaps one day, may return triumphantly. Until then, most of the world still sleepzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz Terrible Two play rock and roll, rather well. Often at the same time. They are a collective underground resistance to the absurdity of societies` values and their residual effects on everyday life. Hailing from the poorest big city in the U.S., they understand what it means to have the worst of both worlds. Yet instead of wallowing in their own pity, they pick up their tools and practice their craft. Band members, B. Geesus and Pinderhues met many moons ago, two miles from the Erie Lake where they first teamed up to dominate kickball courts and freeze tag tournaments. It is with this same spirit and long-term friendship that allows them to have syncopated changes within improv jams. They are not messengers if the message is not heard. They are not saviors if there is no one to be saved. They are quite simply, the Terrible Two. If you would like to contact us outside of myspace join our mailing list by sending a message to terrible216@hotmail.com I edited my profile with </div>","http://s3.amazonaws.com/dostuff-production/photos/7621152/0506ffc369013421630533020fc6cc1e_poster.jpeg","http://www.youtube.com/e/QO9-BYKFruU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/simple-circuit","Simple Circuit","melbourne","","Please visit my website or blog for more info. Listen at Last.fm","<p>Please visit my website or blog for more info. <a href=""http://www.last.fm/music/Simple+Circuit"" target=""_blank"">Listen at Last.fm</a></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/298521/m_1f074d863b7b4c23bdc32a4be5cc8fe5_poster.jpg","http://www.youtube.com/e/8y7K8abfTK8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/real-numbers","Real Numbers","","","","","http://cdn3.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361569877",""
"http://do512.com/c/sx2013/bands/manatees","Manatees","United States","metal, post-rock, sludge, post-metal","Progressive / Rock","<p>Progressive / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5340349/e3c934dc705b5ac9be9abaa847bcc1bc_poster.jpeg","http://www.youtube.com/e/217GGaMPdA0?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/heavy-times","Heavy Times","CHICAGO","under 2000 listeners, punk, pop, seen live, dean music","Minimalist / Punk / VisualAs Chicago’s most lethal band of the fast-rising noise pop neurotics, Heavy Times have carved out a uniquely hypnotic sound that’s hard to pin down but easy to fall for, and fast. Crushingly melodic vocal hooks cleverly interwoven with static-filled harmonies no one’s prepared for, all executed with a snarling blow to the pleasure receptors. Their massive, almost cavernous grungy pop will escape most realistic comparisons, but as the scuzz starts to feverishly build and disseminate on each successive track of ‘Jacker,’ it becomes quickly evident that the songs that frame these livid bursts of punk energy are always worth waiting for. Once these mammoth choruses kick into gear, and just as the guitars explode, it’s an endorphin-rushing experience that stands all hairs on end, and will knock you back unexpectedly. This is a band that carefully divides its power, bringing the hammer down right where it needs to hit, and locking into a euphonic wave of impossibly catchy, spidery guitar lines that soar and dive with the best of ‘em so well, you’ll swear you’ve heard these chords somewhere before. What’s more is that Heavy Times have just as much of a hand on blasting your eardrums into oblivion as they do on their signature mega-melodic wall of vocals, washing like a golden glaze over each track with an enchantingly harmonic howl, that clearly defines their hyperactive Wipers-soaked sound to the core. (From Hozac Records)","<p>Minimalist / Punk / Visual<div><br></div><div><br></div><div><span class=""Apple-style-span"" style=""font-family: Courier; line-height: 16px; "">As Chicago’s most lethal band of the fast-rising noise pop neurotics, Heavy Times have carved out a uniquely hypnotic sound that’s hard to pin down but easy to fall for, and fast. Crushingly melodic vocal hooks cleverly interwoven with static-filled harmonies no one’s prepared for, all executed with a snarling blow to the pleasure receptors. Their massive, almost cavernous grungy pop will escape most realistic comparisons, but as the scuzz starts to feverishly build and disseminate on each successive track of ‘Jacker,’ it becomes quickly evident that the songs that frame these livid bursts of punk energy are always worth waiting for. Once these mammoth choruses kick into gear, and just as the guitars explode, it’s an endorphin-rushing experience that stands all hairs on end, and will knock you back unexpectedly. This is a band that carefully divides its power, bringing the hammer down right where it needs to hit, and locking into a euphonic wave of impossibly catchy, spidery guitar lines that soar and dive with the best of ‘em so well, you’ll swear you’ve heard these chords somewhere before. What’s more is that Heavy Times have just as much of a hand on blasting your eardrums into oblivion as they do on their signature mega-melodic wall of vocals, washing like a golden glaze over each track with an enchantingly harmonic howl, that clearly defines their hyperactive Wipers-soaked sound to the core. (From Hozac Records) </span></div></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7070702/42bc71021fd53a955ed0eb77aec63fc1_poster.jpeg","http://www.youtube.com/e/FrXDe5LOyMo?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/dolores-boys","Dolores Boys","Brooklyn, NY","brooklyn, beyondwithin","","","http://cdn3.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361569877",""
"http://do512.com/c/sx2013/bands/dead-angle","Dead Angle","","","","","http://cdn3.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361569877","http://www.youtube.com/e/fNvdum8TQq8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-unholy-two","The Unholy Two","Bonezone, Conneticut","","Grime / Grime / Grime","<p>Grime / Grime / Grime</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7050320/12bc6ef512dc7d64cab3ff18de65fb1d_poster.jpeg","http://www.youtube.com/e/cSGFG1jOEnc?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-dollyrots","The Dollyrots","Los Angeles, CA","punk, female vocalists, punk rock, pop punk","The Dollyrots are an energetic pop punk band from Los Angeles, CA. Vocals and bass are provided by Kelly Ogden. On guitar is Luis Cabezas, and Chris Black is on drums. They’ve released 2 albums: Eat My Heart Out (2004) and Because I’m Awesome (2007) They’re currently touring the US promoting their new album. Listen at Last.fm Rock / Punk / Pop Punk The Dollyrots are one girl and two boys. They're a fukin punk band but their CDs are very pop. Kelly is sugar sweet but mischevious and might sucker punch you if you're dumb enough to try her patience. Which she has a lot of, if she hasn't been visiting with her friends Jack, Jim or Jameson. She likes to do girl things like grow plants and sew up her t-shirts and crochet and make strawberry cakes. But, she also likes to play her basses til they are sprinkled with blood and drives soo fast she's not allowed behind the wheel and is getting really good with the balisong she stole from her boss who used it as a letter opener. She likes to get carsick reading and send postcards from the road so send her your address or favorite book (really!). Please don't send it if you don't want The Dollyrots knocking on your door next tour looking for a floor and a shower! Then there is Luis… Luis is mysterious. And very smart. He is one of those guys who you meet and think maybe you'd join his cult. I hear he has his own religion, based on the Sun God so it's not really a stretch. Ask him about it sometime; he'll tell you about freaking that room full of people out while rambling about western religion while on some weird head trip. He is also known to get feisty when he's hungry or afraid he's getting sick. Which he seems to get all the time due to a combo weak immune system/paranoid disposition. He would like a dog when there's room for one on tour. A medium sized one like Snoopy, or maybe just a giant South American Sewage Rat.. It's really easy to get Luis to flinch, he's not crazy about people touching him. Maybe it's because he was abducted when he lived in Ecuador as a child. He likes good brit punk, music of the early 90's because it's honest and don't forget Chuck Berry and Patsy Cline. On the road he likes to read parts of books and stare out the window. He's good to talk to.","<p>The Dollyrots are an energetic <a href=""http://www.last.fm/tag/pop%20punk"" class=""bbcode_tag"" rel=""tag"">pop punk</a> band from <span title=""Unknown place"" class=""bbcode_unknown"">Los Angeles, CA</span>. Vocals and bass are provided by Kelly Ogden. On guitar is Luis Cabezas, and Chris Black is on drums. They’ve released 2 albums: <a title=""The Dollyrots - Eat My Heart Out"" href=""http://www.last.fm/music/The+Dollyrots/Eat+My+Heart+Out"" class=""bbcode_album"">Eat My Heart Out</a> (2004) and <a title=""The Dollyrots - Because I'm Awesome"" href=""http://www.last.fm/music/The+Dollyrots/Because+I%27m+Awesome"" class=""bbcode_album"">Because I’m Awesome</a> (2007) They’re currently touring the US promoting their new album. <a href=""http://www.last.fm/music/The+Dollyrots"" target=""_blank"">Listen at Last.fm</a><br /><p> <font face=""Arial, Helvetica, sans-serif"" size=""1"" color=""#033330""><strong> Rock / Punk / Pop Punk</strong></font></p><p> The Dollyrots are one girl and two boys. They're a fukin punk band but their CDs are very pop. <strong><a href=""http://www.thedollyrots.com/bandpics.html#kelly"" target=""_blank"">Kelly</a></strong> is sugar sweet but mischevious and might sucker punch you if you're dumb enough to try her patience. Which she has a lot of, if she hasn't been visiting with her friends Jack, Jim or Jameson. She likes to do girl things like grow plants and sew up her t-shirts and crochet and make strawberry cakes. But, she also likes to play her basses til they are sprinkled with blood and drives soo fast she's not allowed behind the wheel and is getting really good with the balisong she stole from her boss who used it as a letter opener. She likes to get carsick reading and send postcards from the road so send her your address or favorite book (really!). Please don't send it if you don't want The Dollyrots knocking on your door next tour looking for a floor and a shower!</p><p> Then there is <strong><a href=""http://www.thedollyrots.com/bandpics.html#luis"" target=""_blank"">Luis</a></strong>… Luis is mysterious. And very smart. He is one of those guys who you meet and think maybe you'd join his cult. I hear he has his own religion, based on the Sun God so it's not really a stretch. Ask him about it sometime; he'll tell you about freaking that room full of people out while rambling about western religion while on some weird head trip. He is also known to get feisty when he's hungry or afraid he's getting sick. Which he seems to get all the time due to a combo weak immune system/paranoid disposition. He would like a dog when there's room for one on tour. A medium sized one like Snoopy, or maybe just a giant South American Sewage Rat.. It's really easy to get Luis to flinch, he's not crazy about people touching him. Maybe it's because he was abducted when he lived in Ecuador as a child. He likes good brit punk, music of the early 90's because it's honest and don't forget Chuck Berry and Patsy Cline. On the road he likes to read parts of books and stare out the window. He's good to talk to. </p><p> </p></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1468022/m_poster.jpg","http://www.youtube.com/e/GbQ43sFDQTM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/crossfaith","Crossfaith","","","","","http://cdn3.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361569877","http://www.youtube.com/e/Yu1CgWt26VI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/norma-jean","NORMA JEAN","Middletown, New York","","SUNDAY, JULY 25 The cream of the crop of metalcore are taking up a nice chunk of the roster on this year’s Heavy MTL festival but Norma Jean are hardly going to get lost in the high volume traffic. Despite a constantly shifting line up these Georgia peaches have managed to get heavier and more pummeling with every release. With recent collaborators from friends and fans like Helmet’s Page Hamilton and Deftones’ Chino Moreno 2010 should prove to be a big year for Norma Jean.http://www.normajeannoise.com/","<p><b><span class=""caps"">SUNDAY</span>, <span class=""caps"">JULY</span> 25</b> <br><br>The cream of the crop of metalcore are taking up a nice chunk of the roster on this year’s Heavy <span class=""caps"">MTL</span> festival but Norma Jean are hardly going to get lost in the high volume traffic. Despite a constantly shifting line up these Georgia peaches have managed to get heavier and more pummeling with every release. With recent collaborators from friends and fans like Helmet’s Page Hamilton and Deftones’ Chino Moreno 2010 should prove to be a big year for Norma Jean.<br><br><a href=""http://www.normajeannoise.com/"" target=""_blank"">http://www.normajeannoise.com/</a><br><br><a href=""http://click.linksynergy.com/fs-bin/stat?id=XIr64PnrLOc&offerid=162397&type=3&subid=0&tmpid=3664&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fca%252Falbum%252Fthe-end-all-things-will-be%252Fid184657958%253Fi%253D184658199%2526uo%253D6%2526partnerId%253D30"" target=""itunes_store""><img alt=""Norma Jean - Redeemer"" src=""http://ax.phobos.apple.com.edgesuite.net/images/badgeitunes61x15dark.gif"" width=""61"" height=""15""></a></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7618998/1d9143aa09441c27fe3b2aec61bba282_poster.jpeg","http://www.youtube.com/e/agdu9IQoywE?enablejsapi=1&version=3"
